/prod/hub/hub-ap-south-1-bennett/tiuwb, tiuwb.digiicampus.com
/prod/hub/hub-ap-south-1-common-hub/examinations, examinations.digiicampus.com
/prod/hub/hub-ap-south-1-common-hub/team, team.digiicampus.com
/prod/hub/hub-ap-south-1-common-hub/demo, demo.digiicampus.com
/prod/hub/hub-ap-south-1-common-hub/university, university.digiicampus.com
/prod/hub/hub-ap-south-1-db10/bgu, bgu.digiicampus.com
/prod/hub/hub-ap-south-1-db10/edology, edology.digiicampus.com
/prod/hub/hub-ap-south-1-db10/gdgu, gdgu.digiicampus.com
/prod/hub/hub-ap-south-1-db10/gibsbschool, gibsbschool.digiicampus.com
/prod/hub/hub-ap-south-1-db10/mangalayatanjbl, mangalayatanjbl.digiicampus.com
/prod/hub/hub-ap-south-1-db10/mrdcw, mrdcw.digiicampus.com
/prod/hub/hub-ap-south-1-db10/mrims, mrims.digiicampus.com
/prod/hub/hub-ap-south-1-db10/msb, msb.digiicampus.com
/prod/hub/hub-ap-south-1-db10/bitsom, bitsom.digiicampus.com
/prod/hub/hub-ap-south-1-db10/bldeaconjkd, bldeaconjkd.digiicampus.com
/prod/hub/hub-ap-south-1-db10/shobhitodl, shobhitodl.digiicampus.com
/prod/hub/hub-ap-south-1-db10/ucb, ucb.digiicampus.com
/prod/hub/hub-ap-south-1-db10/ushamartin, ushamartin.digiicampus.com
/prod/hub/hub-ap-south-1-db11/ashoka, ashoka.digiicampus.com
/prod/hub/hub-ap-south-1-db11/dme, dme.digiicampus.com
/prod/hub/hub-ap-south-1-db11/hkbkpahs, hkbkpahs.digiicampus.com
/prod/hub/hub-ap-south-1-db11/jspmuni, jspmuni.digiicampus.com
/prod/hub/hub-ap-south-1-db11/wud, wud.digiicampus.com
/prod/hub/hub-ap-south-1-db11/dtc, dtc.digiicampus.com
/prod/hub/hub-ap-south-1-db11/dypiu, dypiu.digiicampus.com
/prod/hub/hub-ap-south-1-db11/hkbkdc, hkbkdc.digiicampus.com
/prod/hub/hub-ap-south-1-db11/hkbkpu, hkbkpu.digiicampus.com
/prod/hub/hub-ap-south-1-db11/manipaldubai, manipaldubai.digiicampus.com
/prod/hub/hub-ap-south-1-db11/ndim, ndim.digiicampus.com
/prod/hub/hub-ap-south-1-db11/nls, nls.digiicampus.com
/prod/hub/hub-ap-south-1-db11/onlinechitkarau, onlinechitkarau.digiicampus.com
/prod/hub/hub-ap-south-1-db11/rimt, rimt.digiicampus.com
/prod/hub/hub-ap-south-1-db11/ybppolytechnic, ybppolytechnic.digiicampus.com
/prod/hub/hub-ap-south-1-db11/chitkara, chitkara.digiicampus.com
/prod/hub/hub-ap-south-1-db11/hkbkce, hkbkce.digiicampus.com
/prod/hub/hub-ap-south-1-db13/asmibmrmbar, asmibmrmbar.digiicampus.com
/prod/hub/hub-ap-south-1-db13/bldedu, bldedu.digiicampus.com
/prod/hub/hub-ap-south-1-db13/manipalskills, manipalskills.digiicampus.com
/prod/hub/hub-ap-south-1-db13/mibmpune, mibmpune.digiicampus.com
/prod/hub/hub-ap-south-1-db13/niet, niet.digiicampus.com
/prod/hub/hub-ap-south-1-db13/nshmd, nshmd.digiicampus.com
/prod/hub/hub-ap-south-1-db13/rccvgc, rccvgc.digiicampus.com
/prod/hub/hub-ap-south-1-db13/svecw, svecw.digiicampus.com
/prod/hub/hub-ap-south-1-db13/aimsrchittoor, aimsrchittoor.digiicampus.com
/prod/hub/hub-ap-south-1-db13/apollouniversity, apollouniversity.digiicampus.com
/prod/hub/hub-ap-south-1-db13/asmibmrmbap, asmibmrmbap.digiicampus.com
/prod/hub/hub-ap-south-1-db13/isbmcoc, isbmcoc.digiicampus.com
/prod/hub/hub-ap-south-1-db13/mabfsi, mabfsi.digiicampus.com
/prod/hub/hub-ap-south-1-db13/nshmk, nshmk.digiicampus.com
/prod/hub/hub-ap-south-1-db13/pwioi, pwioi.digiicampus.com
/prod/hub/hub-ap-south-1-db15/asmibmrpgdm, asmibmrpgdm.digiicampus.com
/prod/hub/hub-ap-south-1-db15/bestiu, bestiu.digiicampus.com
/prod/hub/hub-ap-south-1-db15/iitmzanzibar, iitmzanzibar.digiicampus.com
/prod/hub/hub-ap-south-1-db15/asmibmrmca, asmibmrmca.digiicampus.com
/prod/hub/hub-ap-south-1-db15/iiad, iiad.digiicampus.com
/prod/hub/hub-ap-south-1-db15/iitm, iitm.digiicampus.com
/prod/hub/hub-ap-south-1-db15/isbmpunepgdm, isbmpunepgdm.digiicampus.com
/prod/hub/hub-ap-south-1-db15/mdig, mdig.digiicampus.com
/prod/hub/hub-ap-south-1-db15/namtech, namtech.digiicampus.com
/prod/hub/hub-ap-south-1-db15/pdm, pdm.digiicampus.com
/prod/hub/hub-ap-south-1-db15/snu, snu.digiicampus.com
/prod/hub/hub-ap-south-1-db15/vidyashilp, vidyashilp.digiicampus.com
/prod/hub/hub-ap-south-1-db15/vmrfpondy, vmrfpondy.digiicampus.com
/prod/hub/hub-ap-south-1-db15/bitslaw, bitslaw.digiicampus.com
/prod/hub/hub-ap-south-1-db15/mulms, mulms.digiicampus.com
/prod/hub/hub-ap-south-1-db15/vmrfchennai, vmrfchennai.digiicampus.com
/prod/hub/hub-ap-south-1-db15/vmrfsahsslm, vmrfsahsslm.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epche, epche.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcm, epcm.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcn, epcn.digiicampus.com
/prod/hub/hub-ap-south-1-db16/eppuc, eppuc.digiicampus.com
/prod/hub/hub-ap-south-1-db16/iihmrbangalore, iihmrbangalore.digiicampus.com
/prod/hub/hub-ap-south-1-db16/nrcn, nrcn.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcms, epcms.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcp, epcp.digiicampus.com
/prod/hub/hub-ap-south-1-db16/eppuca, eppuca.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epsn, epsn.digiicampus.com
/prod/hub/hub-ap-south-1-db16/firm, firm.digiicampus.com
/prod/hub/hub-ap-south-1-db16/gmrit, gmrit.digiicampus.com
/prod/hub/hub-ap-south-1-db16/jiet, jiet.digiicampus.com
/prod/hub/hub-ap-south-1-db16/mec, mec.digiicampus.com
/prod/hub/hub-ap-south-1-db16/mrids, mrids.digiicampus.com
/prod/hub/hub-ap-south-1-db16/mrmcw, mrmcw.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcet, epcet.digiicampus.com
/prod/hub/hub-ap-south-1-db16/epcpt, epcpt.digiicampus.com
/prod/hub/hub-ap-south-1-db18/bmsitm, bmsitm.digiicampus.com
/prod/hub/hub-ap-south-1-db18/lavonneacademy, lavonneacademy.digiicampus.com
/prod/hub/hub-ap-south-1-db18/lords, lords.digiicampus.com
/prod/hub/hub-ap-south-1-db18/opju, opju.digiicampus.com
/prod/hub/hub-ap-south-1-db18/scase, scase.digiicampus.com
/prod/hub/hub-ap-south-1-db18/seckc, seckc.digiicampus.com
